cluster_id,representative_llm,representative_llm_free,representative,total_count,members
34,SPACED-apart,SEPARATED_INTO_OR_BY,SPACED-apart,13,12
48,HAS_CHARACTERISTIC,HAS_CHARACTERISTIC,SEED_CHARACTERISTIC,12,10
62,PREFERRED_FOR,PREFERRED_CONDITION,PREFERRED_FOR,12,10
38,MANURE_TYPE_COMPARISON,MANURE_RELATED,MANURE_TYPE_COMPARISON,12,10
10,IS_TYPE_OF,CATEGORY_RELATIONSHIP,IS_TYPE_OF,12,3
90,FOLLOWED_BY,SEQUENCE_RELATIONSHIP,FOLLOWS_LAYERS,12,6
20,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,MARKET_GARDENING_RELATED,INTRODUCED_CROP_INTO_MARKET_GARDENING,10,6
67,GREENER_THAN,COMPARE_TO,GREENER_THAN,10,9
58,AVAILABLE_IN,AVAILABLE_AT_LOCATION,AVAILABLE_IN,10,4
120,TRANSPORTED_BY,TRANSPORTATION_METHOD,CARRIES,9,6
0,IS_BENEFICIAL_FOR,IS_RELEVANT_TO,RECOMMENDED_FOR,9,7
27,PRODUCES,GENERATES_OUTPUT,PRODUCES,9,6
22,IS_PART_OF,PART_OF_RELATIONSHIP,IS_PART_OF,9,3
56,FARMING_PRACTICE_RELATED,FARM_EQUIPMENT_RELATIONSHIP,FARMING_PRACTICE_RELATED,8,7
122,TEMPORAL_RELATIONSHIP,TIME_RELATIONSHIP,TIME_OF_HARVESTING_RELATIONSHIP,8,4
134,SENSITIVE_TO_FROST,WEATHER_SENSITIVITY,OVERWINTERS_AT,8,8
36,SUPERIOR_TO,COMPARES_TO,SUPERIOR_TO,8,6
79,PRACTICED_IN,PRACTICE_OF,PRACTICED_IN,8,7
8,ORIENTED_TOWARDS_SOUTH,SOUTH_ORIENTED,SLIDE_AGAINST,7,7
84,HAS_FRAME,FRAME_ASSOCIATION,HAS_FRAME,7,7
141,SEASONAL_AVAILABILITY,SEASONAL_PATTERN,SEASONAL_AVAILABILITY,7,5
104,HAS_RELATIONSHIP_WITH,HAS_ASSOCIATED_ENTITY,-has_part-relationship,7,5
33,SELECTED_FOR_CONSUMPTION,SELECTED_OR_PICKED,SELECTED_FROM,7,7
35,MANNES_CONTAIN,CONTAINS_MANNEQUINS,MANNES_CONTAIN,7,2
28,CONVERTED_TO,MOVED_TO,TURNS_THE,6,6
31,CLEANED_WITH,PROTECTED_OR_COVERED_WITH_MATERIALS,CLEANED_WITH,6,6
51,MATURITY_PERIOD,MATURITY_DATE_RELATION,HAS_TIME_TO_MATURITY,6,5
149,IS_NOT_GROWN,NOT_GROWN,IS_NOT_GROWN,6,4
114,USES_TO_MAKE_MULCH,MULCH_RELATION,USES_TO_MAKE_MULCH,5,3
53,GERMINATES_FOR,GERMINATION_CONTEXT,GERMINATES_FOR,5,4
60,IS_PRONE_TO,PRONE_TO_DEGRADATION,IS_PRONE_TO,5,3
30,SEED_SOURCES,SEEDING_RELATIONSHIP,SET_SEED_IN,5,5
85,FRAMES_AREUSED_WITH_PEAS,USED_WITH_PEAS,FRAMES_AREUSED_WITH_PEAS,5,5
6,DOES_NOT_RESULT_IN,NOT_RELATED_TO,REJECTED_BY,4,4
130,CARROT_IS_COVERED_WITH,CARROT_CONTAINER_RELATION,CARROT_IS_SOWN_IN,4,4
128,MEASURED_BY,MEASUREMENT_RELATION,MEASURED_BY,4,4
19,RELIES_ON,DEPENDENT_ON,RELIES_ON,4,4
21,PRECEDES,EARLIER_THAN,PRECEDES,4,4
70,IS ALSO KNOWN AS,ALSO_KNOWN_BY_NAME,KNOWN_AS,4,4
69,SPREAD_OVER,PROPAGATION_SOURCE,SPREAD_OVER,4,4
59,LAYERED_WITHIN,LAYERING_RELATIONSHIP,LAYERED_WITHIN,4,4
119,SPRING_CHERVIL_CULTIVATED_WITH,SEASONAL_ASSOCIATION,WINTER_CHERVIL_SOWN_IN,4,4
124,ARE_RESISTANT_TO,RESISTANT_TO,ARE_RESISTANT_TO,4,3
1,COMPANION_PLANT_FOR,SPATIAL_RELATIONSHIP,COMPANION_PLANT_FOR,3,2
23,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,COMPETITIVE_PRESSURE_FROM_EXTERNAL_FACTORS,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,3,3
139,DEPICTS,VISUAL_REPRESENTATION,DEPICTS,3,3
101,COOPER_CINNAMON_USED_IN_LEAD_PIPE_END,LEAD_PIPE_MATERIAL_OR_ALTERNATIVE,LEAD_PIPE_MADE_OF,3,3
116,RETAINS_GERMINATIVE_CAPACITY_FOR,RETAINS_VIABILITY_FOR,RETAINS_GERMINATIVE_CAPACITY_FOR,3,3
135,PINK_RADISH_GROWN_IN_LOCATIONS,RADISH_ORIGIN,RADISH_GROWN_AND_WATERED,3,3
66,HAS_WIDTH_AND_DEPTH,HAS_DIMENSIONAL_REACH,REACHES_LENGTH_OF,3,3
47,BLANCHES_FROM,BLANCHING_SOURCE,BLANCHED_USING,3,2
52,COSTS_ASSOCIATED_WITH_EQUIPMENT,EQUIPMENT_RELATIONSHIP,COSTS_ASSOCIATED_WITH_EQUIPMENT,3,2
50,LOCATION_ASSOCIATION,LOCATION_RELATIONSHIP,COOLING_LOCATION,3,3
152,CONSUMED_IN,CONSUMER_OF,FED_BY,3,3
65,DEPANELLED_AT,REMOVED_FROM,DEPANELLED_AT,3,3
136,SCHEDULED_FOR,ASSIGNED_TO,CHECKED_FOR,3,3
133,OCCURS_AFTER_SPECIFIC_CONDITION,CONDITIONALLY_TRIGGERED,TRIGGERED_IN_CONDITIONS,3,3
45,HAS_TIMBER_SUPPORTS,HAS_STRUCTURAL_ELEMENTS,HAS_TIMBER_SUPPORTS,3,3
78,HAS_FRUIT_LENGTH,HAS_DIMENSIONAL_ATTRIBUTE,HAS_SEED_LENGTH,3,3
74,SENT_TO_MARKET_AT,MARKETING_RELATIONSHIP,CAN_BE_SOLD_FROM,3,3
68,RENTS_AT,RENTAL_LOCATION,RENTS_AT,3,2
54,CAN_BE_LEFT_IN,LEFT_IN_PLACE,CAN_BE_LEFT_IN,3,2
24,DEEPENED,STARTED_INVESTIGATION,DEEPENED,2,2
26,ASSOCIATED_WITH_INSTITUTION_OR_WORKER,MANAGED_BY_ORGANIZATION_OR_TEAM,HANDLED_BY_SPECIFIC_GROUP_OF_PEOPLE,2,2
7,MOVES_BACK_TO_ACCOMMODATE_NEW_BUILDINGS,REPOSITIONS_OBJECTS,PLANT_RETRANSPORTED_TO_BOARD,2,2
15,EXTRACTED_FROM_ECONOMICS_DATA,RELATED_TO_FINANCIAL_INFORMATION,AS_PARAPHRASED,2,2
46,PEOPLE_RELATIONSHIP_WORK_ALLOCATION,PEOPLE_RELATIONSHIP_ECONOMIC_ACTIVITY,PEOPLE_RELATIONSHIP_WORK_ALLOCATION,2,2
95,COLLAR_SUNK_INTO_GROUND,BURIED_IN_GROUND,COLLAR_SUNK_INTO_GROUND,2,1
75,HAS_PULLEY,ATTACHED_WITH,HAS_PULLEY,2,2
92,BENEFITS_ACCESSIBILITY,ACCESSIBILITY_DIFFERENCE,BENEFITS_ACCESSIBILITY,2,2
61,RESULTS_IN,CAUSES,RESULTS_IN,2,2
57,ENCROACHES_WITH,OVERLAPS_WITH,ENCROACHES_WITH,2,2
44,RECEIVES_HOEING,RECEIVER_OF,RECIPIENT_OF,2,2
145,IS_DIFFICULT_TO_DETERMINE_FOR,UNCERTAIN_OR_DIFFICULT_TO_DETERMINE,IS_DIFFICULT_TO_DETERMINE_FOR,2,1
142,EDGE_WITH,EDGE_ASSOCIATION,EDGE_WITH,2,2
132,LETTUCE_VARIETY_IS_RELATED_TO,LETTUCE_TYPE_ASSOCIATION,LETTUCE_VARIETY_IS_RELATED_TO,2,2
140,SPROUTS_FROM,SPROUTS_FROM_LOCATION,SPROUTS_IN,2,2
144,HAS_COSTLY_FEEDING_PRACTICE,HAS_HIGH_MAINTENANCE_REQUIREMENT,HAS_COSTLY_FEEDING_PRACTICE,2,1
113,BELL_MARKED_AT,BELL_TIMING_INFO,BELL_MARKED_AT,2,2
117,PICKED_BEFORE_RIPENING_ON_VINE,EARLY_HARVEST,LONG_BEFORE_RIPENING_ON_VINE,2,2
105,THINNING_METHOD,THINNING_TECHNIQUE,THINNING_METHOD,2,2
93,GROWTH_RESTRICTED_IN,LIMITATION_RELATIONSHIP,GROWTH_RESTRICTED_IN,2,2
71,CULTIVATED_VARIETY,CULTIVATED_TAXONOMY_RELATIONSHIP,CULTIVATED_VARIETY,2,2
94,NATIVE_TO_LOCATION,ORIGINATES_FROM,IS_A_NATIVE_OF,2,2
80,REPLANTED_EVERY_FOUR_OR_FIVE_YEARS_BY_DIVIDING_ROOTS_AND_REPLANTING_IN_BEDS,PROPAGATION_METHOD,TAKES_TIME_TO_BECOME_FERTILE_AND_EASY_TO_CULTIVATE,2,2
64,IS_OPENED_AND_CLOSED_AS_REQUIRED,COMPETITION_STATUS,HAD_COMPETITION_OPEN,2,2
109,DIFFERENT_PLANTING_METHOD,AGRICULTURAL_TECHNIQUE,SEED_HARVESTING_METHOD,2,2
110,JUNE_ASSOCIATED_EVENT,SEASONAL_ASSOCIATION,JUNE_ASSOCIATED_EVENT,2,2
118,BEARS_FRUIT_IN,BEARS_FOOD_IN,BEARS_FRUIT_IN,2,2
102,BEGINS_AT_MONTH_OF,MONTHLY_OCCURRENCE,COIFFES_IN_MONTH,2,2
89,RENEWED_APPEAL,APPEAL_RENEWAL,RENEWED_APPEAL,1,1
88,HAIR_FAVORABLE_FOR_GROWTH_IN,HAIR_CONDUCEIVE_TO_GROWTH,HAIR_FAVORABLE_FOR_GROWTH_IN,1,1
91,ESTABLISHED_IN,FOUNDING_DATE,ESTABLISHED_IN,1,1
77,TRENCH_BEDDED_WITH,CONTAINS,TRENCH_BEDDED_WITH,1,1
55,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,ASPARAGUS_COLOR_VARIETY,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,1
43,STAKES_USED_TO_SUPPORT_STRUCTURES_IN_MARSHY_AREA,PILES_IN_WETLANDS,STAKES_USED_TO_SUPPORT_STRUCTURES_IN_MARSHY_AREA,1,1
49,PEST_FEAR_HEAT,FEAR_RESPONSE,PEST_FEAR_HEAT,1,1
87,GEUREA_FAMILY_CONTAINS,FAMILY_RELATIONSHIP,GEUREA_FAMILY_CONTAINS,1,1
86,IS_A_MEMBER_OF,MEMBERSHIP_RELATIONSHIP,IS_A_MEMBER_OF,1,1
82,SECOND_PLANTING_STUNTS_GROWTH,INHIBITS_DEVELOPMENT,SECOND_PLANTING_STUNTS_GROWTH,1,1
72,MARKET_GARDENERS_WORKER_CLASS_IS_VERY_PEACEFUL,MARKET_GARDENER_CHARACTERISTICS,MARKET_GARDENERS_WORKER_CLASS_IS_VERY_PEACEFUL,1,1
96,LACKS_INHERENT_QUALITY_OF,DEFICIENCY_RELATIONSHIP,LACKS_INHERENT_QUALITY_OF,1,1
127,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,MONTHLY_COMPARISON_OF_SUCCESS,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,1,1
126,DOES_NOT_NEED_TRANSPLANTING_DUE_TO_SOIL_CONDITION,EXEMPT_FROM_TRANSPLANTING,DOES_NOT_NEED_TRANSPLANTING_DUE_TO_SOIL_CONDITION,1,1
125,STEAM_CONTAINS_SOMETHING_HARMFUL,CONTAINMENT_ISSUE,STEAM_CONTAINS_SOMETHING_HARMFUL,1,1
123,FOUNDED_PRIZE,AWARDED_FOR_FOUNDING,FOUNDED_PRIZE,1,1
121,BOUND_FOR_BLANCHING,BLANCHING_PURPOSE,BOUND_FOR_BLANCHING,1,1
112,AFFECTED_BY_POLICE_BAN,POLICE_ACTION_AFFECTS,AFFECTED_BY_POLICE_BAN,1,1
115,ASSOCIATED_WITH_GARDENS_IN_PARIS,RELATED_TO_GARDEN_LOCATIONS,ASSOCIATED_WITH_GARDENS_IN_PARIS,1,1
97,GROWTH_RATE_COMPARISON,RATE_OF_CHANGE,GROWTH_RATE_COMPARISON,1,1
103,RARELY_MARRY_OUTSIDE_OF,ENDOGAMY,RARELY_MARRY_OUTSIDE_OF,1,1
100,IS_A,HYPERNYMY,IS_A,1,1
98,YIELDS_IN,PRODUCES_OUTPUT,YIELDS_IN,1,1
99,DESTROYED_IF_NOT_SPARRED_FOR_SEED,SEEDING_RELATED_DESTRUCTION,DESTROYED_IF_NOT_SPARRED_FOR_SEED,1,1
107,CAN_BE_FORCED_IN_NOVEMBER_WITH_16_CM_COMPOST_LAYER_AND_CLOVER,CONDITIONS_FOR_SUCCESSFUL_OVERWINTERING,CAN_BE_FORCED_IN_NOVEMBER_WITH_16_CM_COMPOST_LAYER_AND_CLOVER,1,1
106,NEEDS_TO_BE_REMOVED_FROM_CLOCHES_WHEN_SUN_APPEARS,REMOVABLE_IN_SUNLIGHT,NEEDS_TO_BE_REMOVED_FROM_CLOCHES_WHEN_SUN_APPEARS,1,1
108,OPTIONALLY_ADDED,OPTIONAL_RELATIONSHIP,OPTIONALLY_ADDED,1,1
111,LATHS_COMBINED_WITH_STRAW_AND_WICKER_TO_CONSTRUCT_WINDBREAKS,CONSTRUCTING_WINDBREAKS,LATHS_COMBINED_WITH_STRAW_AND_WICKER_TO_CONSTRUCT_WINDBREAKS,1,1
143,AIMED_AT_PRODUCING_MANUAL_FOR,PRODUCES_GUIDE_FOR,AIMED_AT_PRODUCING_MANUAL_FOR,1,1
138,RELIGIOUS_CEREMONY_ATTENDED_BY,ATTENDEE_OF_EVENT,RELIGIOUS_CEREMONY_ATTENDED_BY,1,1
137,EXCELLENT_QUALITY,HIGH_QUALITY,EXCELLENT_QUALITY,1,1
129,PRODUCE_LARGE_ROOTS_IN_THE_WINTER,GROW_BELOW_GROUND,PRODUCE_LARGE_ROOTS_IN_THE_WINTER,1,1
131,FIX,FINANCIAL_EXCHANGE,FIX,1,1
147,EXTENDS_INTO_PATHS,CONTAINS_PATHS,EXTENDS_INTO_PATHS,1,1
148,WATERCRESS_SORREL_RELATED_TO,RELATED_TO_GREENS,WATERCRESS_SORREL_RELATED_TO,1,1
146,LETTUCE_NEVER_REPLACED,EXEMPT_FROM_SUBSTITUTION,LETTUCE_NEVER_REPLACED,1,1
151,COMPLETELY_MILLED_TO_BLEACH,MILLED_TO_FINISH,COMPLETELY_MILLED_TO_BLEACH,1,1
153,PERSIL_IS_SUBTYPE_OF,INSTANCE_OF,PERSIL_IS_SUBTYPE_OF,1,1
154,EXPOSURE_INFLUENCE_ON_GROWTH,IMPACT_ON_DEVELOPMENT,EXPOSURE_INFLUENCE_ON_GROWTH,1,1
155,SPECIFIC_TO_REGION,REGION_SPECIFIC,SPECIFIC_TO_REGION,1,1
156,REGENERATED_AT,CREATION_TIME,REGENERATED_AT,1,1
157,CAN_STILL_BE_PLANTED,PLANTABLE_STATUS,CAN_STILL_BE_PLANTED,1,1
158,TRANSLANTED_TWICE,DUPLICATE_TRANSLATION,TRANSLANTED_TWICE,1,1
159,CABBAGE_POMMENT_AGE,CABBAGE_HARVESTING_TIME,CABBAGE_POMMENT_AGE,1,1
