cluster_id,representative_llm,representative_llm_free,representative,total_count,members
74,PLANTED_UNDER_SPECIFIC_CONDITIONS,PLANTED_UNDER_SPECIFIC_CONDITIONS,PLANTED_UNDER_SPECIFIC_CONDITIONS,5,3
495,PRICED_AT,HAS_PRICE,PRICED_AT,5,1
876,FOLLOWS_LAYERS,FOLLOWS_IN_ORDER,FOLLOWS_LAYERS,5,1
114,EQUIPPED_WITH,EQUIPPED_WITH,EQUIPPED_WITH,5,2
935,CULTIVATED_DURING,CULTIVATION_TIME,CULTIVATED_DURING,5,1
690,PEST_AFFECTS_CROP,PEST_HARMFUL_TO_CROP,PEST_AFFECTS_CROP,5,1
28,PROTECTED_BY,PROTECTED_BY,PROTECTED_WITH,5,3
332,TRANSPLANTED_TO,TRANSPLANTED_TO,TRANSPLANTED_TO,4,2
160,PLANTED_IN_NOVEMBER,PLANTING_MONTH,PLANTED_IN_NOVEMBER,4,1
7,GROWN_FOR,GROWN_FOR_OR_BY,GROWN_BY,4,2
159,PLACED_ON,LOCATED_AT,PLACED_ON,4,1
970,GROWN_ON,ORIGINATED_FROM,GROWN_ON,4,1
784,PLANTED_UNDER,LOCATED_UNDER,PLANTED_UNDER,4,1
19,RAISED_WITH,RAISED_WITH,GROWN_WITH,4,2
117,CROP_VARIEGY,CROP_VARIEGATION,CROP_VARIEGES,4,2
84,GROWS_TO_HEIGHT,GROWS_TO_HEIGHT_OF,GROWS_AT_HEIGHT,4,4
116,MADE_FROM,DERIVED_FROM,MADE_FROM,4,2
917,CROP_VARIETY_RELATED_TO_CROP,CROP_VARIETY_RELATIONSHIP,CROP_VARIETY_RELATED_TO_CROP,4,1
39,PLANTED_IN_ROWS,PLANTED_IN_ROWS,PLANTED_IN_ROWS,4,2
38,PLANTING_DATE,PLANTING_DATE_RELATION,HAS_PLANTING_DATE,4,2
399,MIXED_WITH,COMBINED_WITH,MIXED_WITH,4,1
536,INTERPLANTED_WITH,COLOCATED_WITH,INTERPLANTED_WITH,4,1
366,NEW_CROP_AVAILABLE,NEW_ITEM_AVAILABLE,NEW_CROP_AVAILABLE,4,1
21,REMOVED_FROM,REMOVED_AT,REMOVED_FROM,4,2
17,REQUIRES_PROTECTION_FROM,REQUIRES_PROTECTION,REQUIRES_PROTECTION_FROM,4,2
658,DIFFERS_IN_RUNNIG_FROM,DIFFERS_FROM,DIFFERS_IN_RUNNIG_FROM,4,1
70,TREATED_WITH_RELATIONSHIP,TREATMENT_RELATIONSHIP,TREATED_WITH_RELATIONSHIP,3,1
82,ORIGINATED_FROM,ORIGINATES_FROM,ORIGINATED_IN,3,3
834,INTRODUCED_CROP_INTO_MARKET_GARDENING,INTRODUCE_CROP_TO_MARKET_GARDENING,INTRODUCED_CROP_INTO_MARKET_GARDENING,3,1
739,AFFECTS,CAUSE_EFFECT,AFFECTS,3,1
106,AFFECTS_GROWTH_OF,AFFECTS_GROWTH_OF,AFFECTS_GROWTH,3,3
10,CROP_VARIEIES,CROP_VARIETY,CROP_VARIEIES,3,2
54,GROWTH_STAGE_TRANSITION,GROWTH_STAGE_TRANSITION,GROWTH_STAGE_TRANSITION,3,2
908,PLANTED_DURING,PLANTING_TIME,PLANTED_DURING,3,1
791,PLANTING_SCHEDULED_IN_MONTH_OF,PLANTED_IN_MONTH_OF,PLANTING_SCHEDULED_IN_MONTH_OF,3,1
910,CULTIVATED,CULTIVATION_STATUS,CULTIVATED,3,1
60,PREFERRED_FOR,PREFERRED_FOR,PREFERRED_FOR,3,2
630,IS_NOT_GROWN,NOT_GROWN,IS_NOT_GROWN,3,1
73,CROP_GROWN,CROP_STATUS,CROP_GROWN,3,2
56,GROWS_IN_SEASON,GROWN_IN_SEASON,GROWN_IN.SEASON,3,3
351,TIME_OF_HARVESTING_RELATIONSHIP,HARVEST_TIME,TIME_OF_HARVESTING_RELATIONSHIP,3,1
164,SUPPORTED_BY,SUPPORTED_BY,SUPPORTED_BY,3,1
41,COVERED_BY,COVERED_IN_OR_BY,COVERED_BY,3,2
64,PLANTED_IN_SEASON,PLANTED_IN_SEASON,PLANTED_IN_SEASON,3,2
765,-has_part-relationship,HAS_PART_RELATIONSHIP,-has_part-relationship,3,1
50,GROWS_FROM,GROWS_FROM,GROWN_FROM,3,2
878,FOLLOWED_BY,SEQUENCE_RELATIONSHIP,FOLLOWED_BY,3,1
144,USED_AS_FERTILIZER,USED_AS_FERTILIZER,USED_AS_FERTILIZER,3,2
394,REQUIRES_EQUIPMENT,REQUIRES_EQUIPMENT,REQUIRES_EQUIPMENT,3,1
401,PRODUCES,PRODUCTION_RELATION,PRODUCES,3,1
428,SEASONAL_AVAILABILITY,SEASONAL_RELATIONSHIP,SEASONAL_AVAILABILITY,3,1
166,PRONE_TO,PRONE_TO_CONDITION,PRONE_TO,3,2
3,RAISED_ON,RAISED_FROM,RAISED_ON,3,2
500,SEED_CHARACTERISTIC,SEED_CHARACTERISTIC,SEED_CHARACTERISTIC,3,1
331,SEED_PRODUCTION_PREREQUISITE,SEEDING_REQUIREMENT,SEED_PRODUCTION_PREREQUISITE,3,1
1,PREFERRED_OVER,PREFERRED_IN_OR_OVER,PREFERRED_OVER,3,2
338,SAME_SPECIES_AS,SPECIES_RELATIONSHIP,SAME_SPECIES_AS,3,1
23,GROWS_AFTER,GROWS_AFTER,GROWN_AFTER,3,2
29,CULTIVATED_WITH,CULTIVATED_BY_MEANS_OF,CULTIVATED_USING,3,2
40,USED_FOR_WATERING,WATERING_PURPOSE,USED_FOR_WATERING,3,2
551,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,GROWS_IN_LOCATION,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,3,1
187,USES_TO_MAKE_MULCH,USES_AS_MATERIAL,USES_TO_MAKE_MULCH,3,1
909,AUTHORED_BY,AUTHORSHIP,AUTHORED_BY,3,1
4,SPACED_APART,SPACED_APART,SPACED-apart,3,3
565,ARE_TRANSPLANTED_INTO_NURSERY,TRANSPLANT_LOCATION,ARE_TRANSPLANTED_INTO_NURSERY,3,1
911,DISEASE_AFFECTED_BY,AFFECTED_BY_DISEASE,DISEASE_AFFECTED_BY,3,1
32,IS_NEEDED_TO_FERTILIZE,IS_NEEDED_FOR_FERTILITY,IS_NEEDED_TO_FERTILIZE,3,2
48,RENTS_AT,RENTS_AT,RENTS_AT,3,2
18,CULTIVATED_BY,CULTIVATION_SOURCE,CULTIVATED_BY,3,2
89,FARMING_PRACTICE_RELATED,FARMING_PRACTICE_RELATED,FARMING_PRACTICE_RELATED,3,2
36,APPLIED_TO,APPLIED_ON,APPLIED_AT,3,3
163,DIFFERS_FROM,DIFFERENT_THAN,DIFFERS_IN,2,2
52,SPACED_WITH,SPACED_RELATIONSHIP,SPACED_AT,2,2
30,COVERED_WITH_MANURE,COVERED_IN_MANURE,COVERED_WITH_MANURE,2,2
15,FILLED_WITH_SOIL,COVERED_OR_FILLED_WITH_SUBSTANCE,FILLED_WITH_SOIL,2,2
0,EXPOSED_TO_AIR_BY_MEANS_OF,EXPOSED_TO_AIR,EXPOSED_TO_AIR_AROUND,2,2
220,PRODUCES_HEAD_IN,PRODUCTION_RELATIONSHIP,PRODUCES_HEAD_IN,2,1
268,PRODUCES_SEEDS_WITH_SIMILAR_CHARACTERISTICS,PRODUCES_SIMILAR_OFFSPRING,PRODUCES_SEEDS_WITH_SIMILAR_CHARACTERISTICS,2,1
648,SOWN_IN_GROUND_BEFORE_DATE,PLANTED_BEFORE_DATE,SOWN_IN_GROUND_BEFORE_DATE,2,1
493,SOWN_AT,PLANTED_AT,SOWN_AT,2,1
292,SOIL_TYPE_FOR_CROP,SOIL_TYPE_RECOMMENDATION,SOIL_TYPE_FOR_CROP,2,1
295,IS_DIFFICULT_TO_DETERMINE_FOR,UNCERTAIN_OR_DIFFICULT_TO_DETERMINE,IS_DIFFICULT_TO_DETERMINE_FOR,2,1
328,SUPERIOR_TO,SUPERIOR_RELATION,SUPERIOR_TO,2,1
119,SOWN_ON,PLANTED_ON,SOWN_ON,2,2
722,PRACTICED_IN,PRACTICE_LOCATION,PRACTICED_IN,2,1
709,COSTS_ASSOCIATED_WITH_EQUIPMENT,EQUIPMENT_COSTS,COSTS_ASSOCIATED_WITH_EQUIPMENT,2,1
157,SOIL_TYPE_RELATIONSHIP,SOIL_TYPE_RELATION,SOIL_TYPE_RELATIONSHIP,2,1
827,COSTS,EXPENSES,COSTS,2,1
814,HAVE_COMMON_PARTS,SHARE_COMPONENTS,HAVE_COMMON_PARTS,2,1
244,PLANTED_IN_SOIL_TYPE,PLANTED_ON_SOIL_TYPE,PLANTED_IN_SOIL_TYPE,2,2
455,GREENER_THAN,COMPARATIVE_COLOR_RELATIONSHIP,GREENER_THAN,2,1
520,CULTIVATED_AS,CULTIVATION_RELATION,CULTIVATED_AS,2,1
88,PREFERRED_SOIL_CONDITION,PREFERRED_SOIL_CONDITION,PREFERED_SOIL_CONDITION,2,2
585,SIMILAR_TO,SIMILARITY,SIMILAR_TO,2,1
76,REQUIRES_SOIL_CONDITION,REQUIRES_SOIL_CHARACTERISTIC,REQUIRES_SOIL_TYPE,2,2
58,DIVIDED_INTO,DIVISION_RELATIONSHIP,DIVIDED_INTO,2,2
901,IRRIGATION_METHOD,IRRIGATION_TYPE,IRRIGATION_METHOD,2,1
865,DISEASE_AFFECTS_CROP,AFFECTS_CROP_YIELD,DISEASE_AFFECTS_CROP,2,1
43,PLANTING_TIME,PLANTING_DATE,PLANTING_TIME,2,2
810,GENERATED_FROM,SOURCE_OF_ORIGIN,GENERATED_FROM,2,1
27,PROTECTED_FROM_WEATHER_CONDITION,PROTECTED_FROM_WEATHER,PROTECTED_AGAINST_WEATHER,2,2
547,FOUND_IN,CONTAINED_IN,FOUND_IN,2,1
615,CULTIVATED_UNTIL,CULTIVATION_STATUS,CULTIVATED_UNTIL,2,1
46,RETAINS_GERMINATIVE_CAPACITY_FOR,RETAINS_VIABILITY_FOR,RETAINS_GERMINATIVE_CAPACITY_FOR,2,2
552,HAS_TIME_TO_MATURITY,HAS_MATURITY_DATE,HAS_TIME_TO_MATURITY,2,1
5,CULTIVATED_FOR,GROWN_FOR_PURPOSE,CROP_GROWN_FOR,2,2
442,PLANTING_SCHEDULE,PLANNED_ACTIVITY,PLANTING_SCHEDULE,2,1
671,GERMINATES_FOR,GERMINATION_SOURCE,GERMINATES_FOR,2,1
94,REQUIRES_MANAGEMENT_IN_MONTHS,REQUIRES_MANAGEMENT_PERIOD,REQUIRES_MANAGEMENT_IN_MONTH,2,2
286,PREPARED_FOR_TRANSPLANTING,TRANSPLANT_PREPARATION,PREPARED_FOR_TRANSPLANTING,2,1
189,INFECTED_WITH,INFECTED_BY_OR_WITH,INFECTED_BY,2,2
165,HAVE_SIMILAR_GROWTH_PATTERNS,SAME_GROWTH_PATTERN,HAS_SAME_GROWTH_PATTERN,2,2
122,TEMPORAL_RELATIONSHIP,TEMPORAL_RELATION,TEMPORAL_RELATIONSHIP,2,1
934,CUT_AT,SEPARATE_AT_BOUNDARY,CUT_AT,2,1
9,CUT_WITH,CUT_USING,CUT_BY,2,2
728,HAS_VALUE_BETWEEN,HAS_RANGE_VALUE,HAS_VALUE_BETWEEN,2,1
25,PREFERRED_CROP_LOCATION,PREFERRED_CROP_LOCATION,PREFERRED_CROP_LOCATION,2,2
836,HARVEST_DATE,HARVEST_TIME,HARVEST_DATE,2,1
781,AFFECTED_BY_MELON_PRUNING,AFFECTED_BY_FRUIT_PRUNING,AFFECTED_BY_MELON_PRUNING,2,1
772,HAS_DIFFERENT_CHARACTERISTICS_THAN,DIFFERS_FROM,HAS_DIFFERENT_CHARACTERISTICS_THAN,2,1
66,USED_TO_PREVENT,PREVENTION_MEASURE,USED_TO_PREVENT,2,1
287,USED_TO_PLANT_IN_CONVEX_LAYER_OF_MANURE,PLANTED_IN_MANURE,USED_TO_PLANT_IN_CONVEX_LAYER_OF_MANURE,2,1
16,HARVESTED_ON_DATE,HARVESTED_ON_DATE,HARVESTED_ON_DATE,2,2
149,AWARDED_BY,AWARDED_BY_OR_WITH,AWARDED_BY,2,2
247,USED_TO_LOAD,LOADING_HISTORY,USED_TO_LOAD,2,1
55,AFFECTED_BY_ENVIRONMENTAL_CONDITION,AFFECTED_BY_ENVIRONMENTAL_CONDITION,AFFECTED_BY_ENVIRONMENTAL_CONDITION,2,2
120,PLACED_NEAR,NEARBY_LOCATION,PLACED_NEAR,2,2
136,USED_IN_PLANTING,USED_FOR_PLANTING,USED_IN_PLANTING,2,2
49,USED_IN_PRACTICE,USED_IN_PRACTICE,USED_IN_PRACTICE,2,2
842,PLACED_ON_TOP_OF,LOCATED_ON,PLACED_ON_TOP_OF,2,1
53,AFFECTED_BY_DISEASE,AFFECTED_BY_DISEASE,AFFECTED_BY_DISEASE,2,2
169,MANURE_TYPE_COMPARISON,MANURE_TYPE_RELATIONSHIP,MANURE_TYPE_COMPARISON,2,1
866,BELONGS_TO,MEMBER_OF,BELONGS_TO,2,1
104,USED_IN_EQUIPMENT,EQUIPMENT_USAGE,USED_IN_EQUIPMENT,2,1
177,USED_INSTEAD_OF,SYNONYM_RELATIONSHIP,USED_INSTEAD_OF,2,1
218,BENEFICIAL_FOR,BENEFITS,BENEFICIAL_FOR,2,2
121,HAS_CHARACTERISTICS,HAS_CHARACTERISTIC,HAS_CHARACTERISTIC,2,2
711,BLANCHED_USING,COOKED_WITH_WATER,BLANCHED_USING,2,1
183,USED_IN_PROCESS,USED_IN_CONTEXT,USED_IN_PROCESS,2,1
85,WATERED_IN_TIME_FRAME,WATERING_SCHEDULE_MET,WATERED_IN_TIME_FRAME,2,1
107,AFFECTS_CROP,AFFECTS_CROP_YIELD,AFFECTS_CROP,2,2
681,AFFECTED_BY_TEMPERATURE,AFFECTED_BY_ENVIRONMENTAL_CONDITIONS,AFFECTED_BY_TEMPERATURE,2,1
894,GROWTH_STAGE_RELATED_TO_GROWTH_STAGE,GROWTH_STAGE_RELATIONSHIP,GROWTH_STAGE_RELATED_TO_GROWTH_STAGE,2,1
885,HAS_COST,HAS_PRICE_OR_COST,HAS_COST,2,1
282,HAS_COSTLY_FEEDING_PRACTICE,HAS_COSTLY_ASPECT,HAS_COSTLY_FEEDING_PRACTICE,2,1
478,REMOVED_WITH,REMOVED_FROM,REMOVED_WITH,2,1
188,WATERED_REGULARLY,IRRIGATION_FREQUENCY,WATERED_REGULARLY,2,1
35,OVERWINTERS_IN,OVERWINTERS_IN_OR_AT,OVERWINTERS_AT,2,2
715,PICKED_AND_READY,READY_FOR_PICKUP,PICKED_AND_READY,2,1
211,USES,USES_RELATIONSHIP,USES,2,1
92,RESISTANT_TO,RESISTS,RESISTANT_TO,2,2
208,SOWN,SOWING_STATUS,SOWN,2,2
677,ARE_SOWN_BETWEEN_DATES,PLANTED_WITHIN_TIMEFRAME,ARE_SOWN_BETWEEN_DATES,2,1
597,ARE_SOWN_IN_MONTH_FOR_TRANSPORTATION,MONTH_OF_SOWING,ARE_SOWN_IN_MONTH_FOR_TRANSPORTATION,2,1
962,GROWS_TO,GROWS_INTO,GROWS_TO,2,1
718,ARE_WARMED_UP_FROM_MONTH,WARMED_UP_FROM_PREVIOUS_PERIOD,ARE_WARMED_UP_FROM_MONTH,2,1
264,NEEDS,REQUIRES,NEEDS,2,1
354,OTHER_VARIETY_OF,OTHER_TYPE_OR_VARIETY,OTHER_VARIETY_OF,2,1
943,AFFECTED_BY_PEST_OR_DISEASE,AFFECTED_BY_PEST_OR_DISEASE,AFFECTED_BY_PEST_OR_DISEASE,2,1
75,READY_FOR,READY_TO_BE_USED,READY_IN,2,2
63,USES_EQUIPMENT,USES_EQUIPMENT,USES_EQUIPMENT,2,1
388,REMOVES,REMOVES_RELATIONSHIP,REMOVES,2,1
767,COLLAR_SUNK_INTO_GROUND,COLLAR_POSITION,COLLAR_SUNK_INTO_GROUND,2,1
314,PLANTED_IN_FULL_SQUARES,PLANTED_IN_FULL_SQUARES,PLANTED_IN_FULL_SQUARES,2,1
571,COMPANION_PLANT_FOR,COMPANIONSHIP,COMPANION_PLANT_FOR,2,1
403,NEED_ATTENTION,NEEDS_REVIEW,NEED_ATTENTION,2,1
790,RECOMMENDED_FOR,RECOMMENDATION_RELATIONSHIP,RECOMMENDED_FOR,2,1
57,PLANTED_IN_MONTHS,PLANTED_IN_MONTHS,SOWN_IN_MONTHS,2,2
69,PLANTED_IN_MONTH_AFTER_SPECIFIC_DATE,PLANTED_IN_MONTH_AFTER_DATE,PLANTED_IN_MONTH_AFTER_SPECIFIC_DATE,2,2
490,HAS_ROOT,HAS_ROOT,HAS_ROOT,2,2
108,HAS_PART,HAS_COMPONENTS,HAS_PART,2,2
130,HARVESTED_ON,HARVESTING_TIME,HARVESTED,2,2
67,GROWN_NEAR,GROWN_IN_PROXIMITY_TO,GROWN_NEAR,2,2
22,CONTAIN,CONTAINS,CONTAIN,2,2
103,PLANTED_IN_SEQUENCE,PLANTED_IN_SEQUENCE_RELATION,PLANTED_IN_SEQUENCE,2,2
882,TIME_PERIOD_ASSOCIATED_WITH,TIME_PERIOD_ASSOCIATION,TIME_PERIOD_ASSOCIATED_WITH,2,1
960,CONTAINS_SEEDS,CONTAINING_SEEDS,CONTAINS_SEEDS,2,1
670,IS_TOPPED_AT_STAGE,IS_TOPPED_AT_SPECIFIC_POINT,IS_TOPPED_AT_STAGE,2,1
984,CONTAINS_SPECIES,CONTAINMENT_RELATIONSHIP,CONTAINS_SPECIES,2,1
824,CONTAINS_VARIETIES,HAS_VARIETY,CONTAINS_VARIETIES,2,1
761,IS_SOWN_IN_MONTH_IF_NEEDED,IS_RELATED_TO_CROP_CYCLE,IS_SOWN_IN_MONTH_IF_NEEDED,2,1
610,HAVE_AVERAGE_COST_OF,HAVE_COST,HAVE_AVERAGE_COST_OF,2,1
472,PLANTED_IN_PLACE,LOCATION_OF_ORIGIN,PLANTED_IN_PLACE,2,1
880,PLANTED_AFTER_EMPTYING_LAYER,PLANTED_IN_PREPARED_SOIL,PLANTED_AFTER_EMPTYING_LAYER,2,1
72, COMPARED_TO,COMPARED_WITH, COMPARED_TO,2,2
11,HARVESTED_IN_SEASON,HARVESTING_TIME,HARVESTED_IN_SEASON,2,2
99,IRRIGATED_WITH,IRRIGATION_SOURCE,IRRIGATED_WITH,2,2
217,LEFT_IN,LEFT_IN_RELATION,LEFT_IN,2,2
79,PLANTED_WITHIN_DISTANCE_OF,PLANTED_NEARBY,PLANTED_AT_DISTANCE_OF,2,2
510,CAN_BE_SOWN_FOR_BEDDING_OR_COASTAL_PLANTING,PLANTING_PURPOSE,CAN_BE_SOWN_FOR_BEDDING_OR_COASTAL_PLANTING,2,1
888,CAN_BE_TRANSPORTED_UNDER,TRANSPORTATION_METHOD,CAN_BE_TRANSPORTED_UNDER,2,1
223,PLANTED_BEFORE,PLANTING_RELATIONSHIP,PLANTED_BEFORE,2,1
480,PLANTED_BY,PLANTER,PLANTED_BY,2,1
847,CARRIED_ON,CONTAINMENT_RELATIONSHIP,CARRIED_ON,2,1
921,CARRIES,HAS_PROPERTY,CARRIES,2,1
987,MADE_OF,COMPOSITIONAL_RELATIONSHIP,MADE_OF,2,1
87,CARROT_IS_SOWN_IN,CARROT_IS_SOWN_AT,CARROT_IS_SOWN_IN,2,2
747,CATEGORY_OF,CATEGORY_RELATIONSHIP,CATEGORY_OF,2,1
796,CAUSES_CONDITION,CAUSE_OF_CONDITION,CAUSES_CONDITION,2,1
31,REQUIRES_LABOR,REQUIRES_LABOR,REQUIRES_LABOR,2,2
45,PLANTED_IN_DECEMBER,PLANTED_IN_DECEMBER,SOWN_IN_DECEMBER,2,2
589,CLASSIFIED_UNDER,CLASSIFICATION_RELATION,CLASSIFIED_UNDER,2,1
44,PLANTED_IN_BED,PLANTED_IN_BED,PLANTED_IN_BED,2,2
793,READY_TO_BE_CUT_AT_THE_SAME_TIME_AS,READY_TO_BE_CUT_TOGETHER,READY_TO_BE_CUT_AT_THE_SAME_TIME_AS,1,1
411,PROPAGATED_BY,PROPAGATION_SOURCE,PROPAGATED_BY,1,1
153,REASONING_ABOUT,REASONING_ABOUT,REASONING_ABOUT,1,1
846,PROMOTES,PROMOTION,PROMOTES,1,1
426,READY_TO_HARVEST_IN_WEEKS,TIME_UNTIL_MATURITY,READY_TO_HARVEST_IN_WEEKS,1,1
667,PRONE_TO_DEGENERATION,PRONE_TO_DAMAGE,PRONE_TO_DEGENERATION,1,1
669,PRONE_TO_PESTS,PRONE_TO_PROBLEMS,PRONE_TO_PESTS,1,1
408,RECEIVES_HOEING,RECEIVES_GARDENING,RECEIVES_HOEING,1,1
262,PUBLISHED_BY,PUBLISHER,PUBLISHED_BY,1,1
357,PULLED_OUT_AT,REMOVED_FROM,PULLED_OUT_AT,1,1
350,PUBLISHED_AT,PUBLICATION_DATE,PUBLISHED_AT,1,1
303,PUTTIED_WITH_FOUNTAIN_PUTTY,PUTTIED_WITH,PUTTIED_WITH_FOUNTAIN_PUTTY,1,1
258,RADISH_GROWN_AND_WATERED,RADISH_CARE_ACTIVITY,RADISH_GROWN_AND_WATERED,1,1
308,RAISED_BY_ON_NORTH_SIDE,RAISED_BY_ON_NORTH_SIDE,RAISED_BY_ON_NORTH_SIDE,1,1
390,RAISED_TO_LEVEL_OF,PROMOTED_TO_POSITION_OF,RAISED_TO_LEVEL_OF,1,1
423,RAKED_IN,EARNED_MONEY,RAKED_IN,1,1
263,RARELY_MARRY_OUTSIDE_OF,INTERMARRIAGE_PATTERN,RARELY_MARRY_OUTSIDE_OF,1,1
462,PRUNE_AFTER_PLANTING,POST_PLANTING_MAINTENANCE,PRUNE_AFTER_PLANTING,1,1
635,PRUNED_WITHIN_PERIOD,PRUNE_RELATIONSHIP,PRUNED_WITHIN_PERIOD,1,1
584,PRUNED_USING_METHOD,PRUNED_BY_METHOD,PRUNED_USING_METHOD,1,1
167,RECIPIENT_OF,RECEIVER_OF,RECIPIENT_OF,1,1
250,PRUNED_FOR_HEALTH,PRUNING_REASON,PRUNED_FOR_HEALTH,1,1
370,PRUNED_AT,PRUNE_TIME,PRUNED_AT,1,1
871,REACHES_LENGTH_OF,HAS_EXTENT,REACHES_LENGTH_OF,1,1
451,PROVIDED_WITH_WATER_FROM_MANURE,RELATED_TO_MANURE_WATER_SUPPLY,PROVIDED_WITH_WATER_FROM_MANURE,1,1
379,READY_FOR_CONSUMPTION_AT,READY_FOR_CONSUMPTION_AT,READY_FOR_CONSUMPTION_AT,1,1
497,PROTECTS_FROM,DEFENDS_AGAINST,PROTECTS_FROM,1,1
372,PROTECTED_WITH_SAME_MEANS,SAME_PROTECTION_MEANS,PROTECTED_WITH_SAME_MEANS,1,1
342,PROTECTED_FROM_BURYING,PROTECTION_STATUS,PROTECTED_FROM_BURYING,1,1
412,PROTECTED_FROM_BURNING,FIRE_RESISTANCE,PROTECTED_FROM_BURNING,1,1
460,PROTECTED_FROM_AIR,PROTECTION_FROM_AIR,PROTECTED_FROM_AIR,1,1
750,PROTECTED_DURING,PROTECTED_STATUS,PROTECTED_DURING,1,1
477,PROPAGATED_BY_BURSTING,PROPAGATION_SOURCE,PROPAGATED_BY_BURSTING,1,1
126,PRUNED_TO_LENGTH,PRUNE_LENGTH,PRUNED_TO_LENGTH,1,1
994,PICKED_BEFORE_RIPENING_ON_VINE,PICKED_BEFORE_RIPE,PICKED_BEFORE_RIPENING_ON_VINE,1,1
330,PINK_RADISH_GROWN_IN_LOCATIONS,GROWN_IN_LOCATIONS,PINK_RADISH_GROWN_IN_LOCATIONS,1,1
414,PINK_RADISH_PRODUCTION_FROM,RADISH_PRODUCTION_FROM,PINK_RADISH_PRODUCTION_FROM,1,1
749,PLACED_BETWEEN,POSITIONAL_RELATIONSHIP,PLACED_BETWEEN,1,1
992,PLACED_IN_PLACE_OF,REPLACES,PLACED_IN_PLACE_OF,1,1
925,PLANTED_AS_BROADCAST_CROP,PLANTED_AS_CROP,PLANTED_AS_BROADCAST_CROP,1,1
420,PLANTED_AT_DIFFERENT_TIMES,PLANTING_TIME_RELATIONSHIP,PLANTED_AT_DIFFERENT_TIMES,1,1
469,PLANTED_AT_THE_SAME_TIME_AS,CO_PLANTING,PLANTED_AT_THE_SAME_TIME_AS,1,1
602,PLANTED_INDETERMINATELY,PLANTED_STATUS_UNKNOWN,PLANTED_INDETERMINATELY,1,1
