,name,count
183,CUT_ABOVE_LEAF,2
736,SOWN_ON,2
730,SOWN_AT_SAME_TIME,2
115,CONTAINED_BY_SOIL_PIT,2
112,CONNECTED_TO,2
201,DISEASE_AFFECTS_CROP,2
571,PLANTED_ON,2
369,INTRODUCED_BY,2
370,INVOLVES,2
431,IS_STORED_IN,2
421,IS_PROTECTED_FROM,2
427,IS_SIMILAR_TO,2
409,IS_NEEDED_TO_FERTILIZE,2
304,HARVESTED_AT,2
411,IS_PART_OF,2
417,IS_PRIZED_FOR_EARLINESS,2
523,PART_OF,2
404,IS_LOCATED_IN,2
468,MADE_FROM,2
452,LETTUCE_GROWTH_STAGE,2
485,MATURING_ON,2
473,MANNES_CONTAIN,2
410,IS_NEEDED_TO_MAINTAIN_SOIL_FERTILITY,2
307,HARVESTED_DURING,2
651,RELATIONSHIP_TYPE_TREATED_WITH,2
294,GROWTH_STAGE_ASSOCIATED_WITH_SEASON,2
296,GROWTH_STAGE_TRANSITION_ON,2
648,RELATIONSHIP_TYPE_AFFECTED_BY,2
645,RELATED_TO,2
356,HAVE_SIMILAR_SEED_APPEARANCE_TO,2
599,PREPARATION_REQUIRES,2
380,IS_ASSOCIATED_WITH,2
343,HAS_REQUIREMENT_FOR_WATERING,2
345,HAS_SEEDS_WITH_COLOR_TENDING_TO_BRICK,2
619,PROTECTED_FROM_FROST,2
556,PLANTED_IN_HOLES_CONTAINING,2
389,IS_COVERED_BY,2
376,IS_A,2
557,PLANTED_IN_LAYER,2
379,IS_ALSO_RELATED_TO_AS,2
611,PRODUCES_SEEDS,2
13,AFFECTED_BY_DISEASE,2
66,AUTHORED_BY,2
51,ARE_RELATED_TO,2
776,TOOL_USED_IN_PRACTICE,2
795,UNDERGOES,2
780,TRANSFERRED_TO,2
138,COVERED_BY,2
53,ARE_THINNED_IN_SAME_WAY,2
817,USED_TO_PREVENT,2
31,AFFECTED_BY_TEMPERATURE,2
834,USES_TO_MAKE_MULCH,2
803,USED_FOR_LOADING,2
30,AFFECTED_BY_SOIL_TYPE,2
174,CULTIVATED_ON,2
826,USES_EQUIPMENT_TYPE,2
60,ASSOCIATED_WITH,2
19,AFFECTED_BY_PESTS_OR_DISEASES,2
33,AFFECTED_BY_WEATHER,2
11,AFFECTED_BY_CONDITION,2
835,USES_UP,2
18,AFFECTED_BY_PESTS,2
797,USED_AS_FERTILIZER,2
568,PLANTED_IN_rows,1
545,PLACED_ON_OR_NEAR_SURFACE_OF,1
546,PLACED_WITHIN,1
549,PLANTED_AT_TIME,1
550,PLANTED_BEFORE,1
551,PLANTED_DURING,1
554,PLANTED_IN_FIRST_FORTNIGHT_OF_MONTH,1
555,PLANTED_IN_FULL_SQUARES,1
613,PROTECTED_AGAINST,1
567,PLANTED_IN_STAGE_OF_GROWTH,1
569,PLANTED_NEAR,1
570,PLANTED_NEARBY,1
808,USED_FOR_WATERING,1
573,PLANTED_ON_SIDES,1
574,PLANTED_OUT_IN,1
576,PLANTED_UNDER_DIFFERENT_STRUCTURE,1
578,PLANTED_WITH_SPACING,1
579,PLANTING_DATE,1
612,PRONE_TO_PESTS,1
806,USED_FOR_PLANTING,1
805,USED_FOR_PEST_CONTROL,1
804,USED_FOR_MULCHING,1
558,PLANTED_IN_MID_MONTH,1
560,PLANTED_IN_NOVEMBER,1
561,PLANTED_IN_PLACE_OF,1
819,USED_TO_PROTECT_FROM,1
563,PLANTED_IN_POT_BEFORE_PERMANENT_PLANTING,1
566,PLANTED_IN_SOIL_TYPE,1
807,USED_FOR_TRANSPORTING,1
588,POTTING_IN,1
589,POTTING_SOIL_COVERS,1
590,POWERED_BY,1
591,PRACTICED_IN,1
592,PRACTISED_IN,1
593,PREFERED_GROWTH_PERIOD,1
594,PREFERRED_BY,1
595,PREFERRED_OVER,1
814,USED_TO_CREATE,1
818,USED_TO_PREVENT_DAMAGE_FROM,1
646,RELATED_TO_WEATHER_CONDITIONS,1
21,AFFECTED_BY_PLANTING_METHOD,1
649,RELATIONSHIP_TYPE_NOT_LISTED_IN_THE_FACT_TYPES,1
827,USES_FERTILIZER,1
650,RELATIONSHIP_TYPE_PLANTED_IN,1
825,USES_EQUIPMENT_TO_PERFORM_MARCOTTING,1
652,REMAINS_PILED_UP_AT,1
27,AFFECTED_BY_SEASONAL_CONDITION,1
653,REMOVED_FROM_FIELD_IN_AGRICULTURAL_CONTEXT,1
637,REBUILD_LAYERS,1
813,USED_TO_COLLECT_MANURE,1
614,PROTECTED_BY,1
615,PROTECTED_BY_HOOK,1
617,PROTECTED_FROM_AFFECTING_CONDITIONS_OF_FROSTS_USING_METHOD_OF_PROTECTING_AGAINST_FROSTS_BY_COVERING_WITH_FRAMES_AND_BOXES,1
618,PROTECTED_FROM_DIRECT_CONTACT,1
587,POST_FIXATION,1
620,PROVIDES_FINANCIAL_SUPPORT,1
604,PREVENTS,1
605,PROBED_AT_TIME_PERIOD,1
606,PROCESSED_WITH_EQUIPMENT,1
607,PRODUCES,1
603,PREVENTED_BY,1
609,PRODUCES_INCOME_FOR,1
610,PRODUCES_IN_TIMEFRAME,1
816,USED_TO_ESTABLISH_ESPALIERS_FOR,1
596,PREFER_POTTING_SOIL,1
597,PREFER_SOIL_TYPE,1
598,PREFFERED_FOR,1
815,USED_TO_EDGE,1
600,PREPARED_FOR_HARVEST_BY_PLANTING_IN,1
601,PREPARED_WITH,1
602,PRESSED_WITH,1
608,PRODUCES_FRUIT_AT,1
500,MOVED_FROM,1
99,CHARACTERISTIC_OF_SOIL_TYPE,1
100,CHECKED_WITH,1
32,AFFECTED_BY_WATERING,1
487,MAT_REMOVED_DURING_DAYLIGHT,1
488,MAY_RETAIN_HEAT_LONGER,1
489,MEANS_TO_THE_MARKET_GARDENER,1
490,MEASURED_BY_AREA_OR_VOLUME,1
491,MEASURED_BY_DISTANCE,1
581,PLANTING_METHOD_ALTERNATIVE,1
90,CAN_BE_USED_FOR_CUTTING,1
91,CAN_PRODUCE_SEEDS_AFTER_CUTTING,1
92,CAN_REACH_TEMPERATURE,1
93,CAULIFLOWER_IS_ADVERSELY_AFFECTED_BY,1
94,CAULIFLOWER_WAS_PLANTED_IN,1
96,CAUSESDamage,1
98,CAUTERIZED_WITH,1
535,PEST_CONTROL_MEASURE_USED_AGAINST,1
536,PEST_CONTROL_RELATIONSHIP,1
89,CAN_BE_PLANTED_IN_MONTH,1
475,MANURE_ADDED_INTO,1
476,MANURE_IS_PRESSED_DOWN_WITH_FORK_DURING_PREPARATION,1
477,MANURE_PLACED_IN_PATH_BETWEEN_LAYERS,1
478,MANURE_PREPARATION,1
479,MANURE_PREPARATION_INVOLVES_REMOVING_LARGE_PIECES_OF_LITTER_AND_HAY,1
480,MARCOTTED_AT,1
501,MOVE_BACK,1
502,MULCH_COVERED_WITH,1
503,MUSHROOMS_ARE_GROWN_ON,1
499,MOUNTED_ON,1
505,NEEDS_AIR_AND_PROTECTION_FROM_COLD,1
506,NEEDS_CARE,1
507,NEEDS_MOISTURE_DURING,1
508,NEEDS_ROOT_BALL,1
492,MIGHT_BE_REPLACED_BY,1
493,MILLSTONES_RECEIVE_COMPOST,1
495,MIX_MANURE_INTO_LAYER,1
496,MOISTENED_WITH,1
497,MONITORED_FOR_GROWTH_AND_CONDITION,1
498,MORE_SENSITIVE_THAN,1
504,NEEDSFERTILIZATION,1
509,NEEDS_SHADE,1
510,NEEDS_SPECIFIC_GROWING_CONDITIONS,1
511,NEEDS_TO_BE_DONE_WITH,1
512,NEEDS_TO_EXIST,1
796,URINE_IMPERGNATES_LITTER_DURING_MANURE_PREPARATION,1
812,USED_TO_BRING_VEGETABLES_TO_MARKET,1
811,USED_IN_SALADS_WITH,1
513,NEEDS_UNCOVERING_BEFORE,1
514,NEEDS_WATERING_METHOD,1
537,PEST_DESTRUCTIVE_TO,1
516,OCCUPIES_LAND_FOR_DURATION_OF_TIME,1
810,USED_IN_FORCED_CULTIVATION,1
580,PLANTING_LOCATION,1
823,USES_AS_FERTILIZER,1
582,PLANTS_AFFECTED_BY_WEATHER_CONDITIONS,1
583,PLANT_PROTECTED_FROM_FROST,1
584,PLOUGHED_BY,1
585,PLOWED_AT_TIME_OF_YEAR,1
586,PLOWED_WITH,1
515,NOT_CULTIVATED_IN,1
538,PEST_FOUND_IN,1
539,PEST_OF,1
540,PICKED_BEFORE_RIPENING_ON_VINE,1
541,PICKED_FROM,1
543,PLACED_INTO,1
525,PART_OF_PLANT_USED_AS,1
526,PATH_PREPARATION_DEPTH,1
527,PEAS_GROW_FROM,1
528,PEOPLE_RELATIONSHIP_ENCOURAGE_ECONOMY,1
29,AFFECTED_BY_SOIL,1
530,PERFORMED_BY_MARKET_GARDENERS,1
531,PERSIL_GROWS_INTO,1
534,PEST_AND_DISEASE_RELATIONSHIPS,1
517,OCCURS_AFTER,1
518,OCCURS_BEFORE_HARVEST,1
519,OCCURS_IN,1
520,OCCURS_WITHIN_LOCATION,1
521,OWNS,1
522,PARSLEY_CONSIDERED_FOR_CULTIVATION,1
524,PART_OF_A_LAYER,1
529,PEOPLE_RELATIONSHIP_WORK_ALLOCATION,1
744,SPLIT_INTO_TWO_HALVES_FOR,1
745,SPREADS_TO,1
746,SPREAD_BEFORE,1
65,ATTACHED_TO,1
731,SOWN_AT_TIME_OF_YEAR,1
732,SOWN_BY,1
733,SOWN_DURING,1
735,SOWN_IN_MONTHLY_INTERVALS_UNTIL,1
64,AS_PARAPHRASED,1
642,RECOMMENDED_TREATMENT,1
63,ASSOCIATED_WITH_FARM_PRACTICE,1
738,SOWN_WITH_DIFFERENT_METHODS,1
721,SOIL_IMPROVED_WITH,1
722,SOIL_PLACED_IN_BOXES,1
723,SOIL_QUALITY_IMPACTS_PLANT_GROWTH,1
724,SOIL_TEMPERATURE_CHECKED,1
725,SOIL_TYPE_IN,1
726,SOWED_IN,1
62,ASSOCIATED_WITH_EQUIPMENT,1
737,SOWN_TO_MATURE_IN_AUTUMN,1
688,RESEMBLES_PLANT_FAMILY,1
689,RETRANSPLANTATION_DONE_ON,1
690,REVENUE_OF_MARKET_GARDENING_IN_PARIS,1
691,RIPENS_AFTER,1
692,RIPENS_IN,1
693,RIPENS_IN_SEASON,1
694,RIPE_DATE,1
695,ROW_PREPARATION_TECHNIQUE,1
747,SPREAD_NEW_MANURE_IN_PATHS,1
743,SPENT_ON,1
749,SPREAD_OVER,1
67,AWARDED_BY,1
751,SPRING_CHERVIL_GROWN_FROM,1
752,STARTS_PRODUCTION_AFTER,1
754,STORED_IN_SAME_CONDITION,1
755,STRAW_PLUGS_USE_FOR,1
739,SPACED-apart,1
740,SPACED_WITH,1
741,SPATIALLY_ASSOCIATED_WITH,1
742,SPECIFIES_DEPTH_MEASUREMENT,1
748,SPREAD_ON,1
769,TAKES_LONGER_TO_MATURATE,1
770,TAKE_SOIL_FROM_WINTER_BEDS,1
771,THRIVES_IN_CONDITIONS,1
756,STRUCTURED_BY,1
757,STRUCTURED_IN_SHAPE_OF,1
758,STRUCTURED_WITH,1
759,STRUCTURE_ASSOCIATED_WITH_PRACTICE,1
774,TOOL_USED_FOR_PLANTING,1
760,STRUCTURE_RELATIONSHIP,1
728,SOWING_PREPARATION_REQUIREMENT,1
61,ASSOCIATED_WITH_COSTS,1
762,SUBMITTED_TO_COMPETITION,1
763,SUCCEEDED_BY,1
782,TRANSPLANTED_FROM,1
792,TURNIPS_AND_RADISHES_HARVESTED_IN_SUMMER,1
787,TREATED_WITH_AIR,1
788,TREATED_WITH_POTTING_SOIL,1
789,TREATED_WITH_SAME_CARE,1
790,TREATED_WITH_WATER_TYPE,1
791,TRENCH_BEDDED_WITH,1
761,SUBJECT_TO,1
781,TRANSPLANTED_AT,1
845,WATERED_AT_TIME,1
847,WATERED_DUE_TO,1
849,WATERED_IN,1
779,TRANSFERRED_THROUGH,1
850,WATERED_ON,1
851,WATERED_WHEN_SOIL_DRIES_OUT,1
853,WATERED_WITHIRRIGATION_SYSTEM,1
772,TIED_TO,1
775,TOOL_USED_IN_EQUIPMENT,1
778,TOTAL_SPENT_ON_MANURE_AND_FERTILIZERS,1
839,WAS_KNOWN_AS_EARLY_PRODUCE_TYPE,1
840,WATERCRESS_SORREL_PLANTED_AFTER,1
841,WATERED_ABUNDANTLY,1
842,WATERED_AFTER_PLANTING,1
843,WATERED_AGAINST,1
764,SUMMER_CROP,1
777,TOPPED_ON,1
766,SUPPORTED_BY_STRUCTURE,1
767,SURROUNDED_BY,1
837,VISITED_DURING_STORAGE,1
628,PUBLISHED_BY,1
680,REQUIRES_RENEWAL_EVERY_YEAR_THROUGH_SOWING,1
681,REQUIRES_SPACE,1
682,REQUIRES_SPECIFIC_PLOUGHING_METHODS,1
683,REQUIRES_SPECIFIC_SEALING_METHODS,1
684,REQUIRES_SPECIFIC_TOPDRESSING_METHODS,1
685,REQUIRES_SPECIFIC_TRAINING_METHODS,1
28,AFFECTED_BY_SEASONAL_PATTERN,1
687,RESEMBLES,1
703,SEED_COVERED_WITH_SOIL_THICKNESS,1
672,REQUIRES_INPUT,1
793,TYPE_OF,1
673,REQUIRES_IRRIGATION_METHOD,1
22,AFFECTED_BY_POLICE_BAN,1
674,REQUIRES_LIGHT_MOISTURE,1
675,REQUIRES_MONITORING_FOR_SHAPE,1
677,REQUIRES_PRECAUTION,1
859,WORKS_WITH,1
678,REQUIRES_PREPARATION,1
679,REQUIRES_PRUNING,1
821,USEFUL_FOR,1
638,RECIPIENT_OF,1
639,RECOMMENDED_FOR_PLANTING_IN,1
640,RECOMMENDED_PLANTING_METHOD,1
641,RECOMMENDED_PLANTING_PRACTICE,1
643,RECOVERED_WITH_AIRING,1
644,REFERS_TO_TIMEFRAME_OF,1
629,PUBLISHED_BY_INSTITUTION,1
630,PULLED_OUT_AT,1
631,PULLED_UP_DURING,1
627,PUBLISHED_AT,1
633,RARELY_MARRY_OUTSIDE_OF,1
634,READY_FOR_CONSUMPTION_AT,1
635,READY_FOR_PLANTING_AFTER,1
636,READY_TO_HARVEST,1
621,PROVIDES_SHADE,1
622,PROVIDES_WARMER_EXPOSURES_TO,1
623,PRUNED_FOR_HEALTH,1
624,PRUNED_WITH,1
625,PRUNED_WITHIN_PERIOD,1
626,PRUNING_STAGE_OF,1
632,RAISED_ABOVE,1
716,SMALLER_THAN,1
717,SOFTENED_BY_LONG_OBSCTURTY,1
718,SOIL_CONDITION_AFFECTS_CROP_GROWTH,1
719,SOIL_CONDITION_CHOSEN_FOR_PLANTING,1
720,SOIL_CONDITION_IMPACTS_PLANT,1
705,SEED_HARVESTING_METHOD,1
706,SEED_HARVESTING_METHOD_VARIATION,1
707,SEED_PRODUCTION_PREREQUISITE,1
708,SEED_SOWN_ON,1
858,WORKS_AS,1
711,SHADED_WITH,1
712,SHOULD_BE_FORCED_IN,1
696,SAME_INSECTS,1
697,SEASONAL_AVAILABILITY,1
698,SEASONAL_GROWTH_STAGE_OF,1
854,WEIGHTED,1
700,SEEDS_REQUIRE_SOFT_BEDDING,1
773,TIME_PERIOD_ASSOCIATION,1
701,SEED_CHARACTERISTIC,1
68,AWARDED_IN_COMPETITION,1
710,SEPARATELY_HANDLED,1
857,WOOD_DOES_NOT_INTERACT_WITH_MANURE_DURING_PREPARATION,1
663,REPLACES,1
664,REPLANTING,1
665,REPRESENTED_IN,1
666,REQUIRED_MODIFICATION,1
668,REQUIRESIRRIGATION,1
669,REQUIRESPRUNING,1
670,REQUIRES_CONDITIONS_FROM,1
671,REQUIRES_FERTILIZATION_PRACTICES,1
855,WINTER_CHERVIL_SOWN_IN,1
655,REMOVED_WHEN_NO_LONGER_NEEDED,1
656,REMOVE_COTYLEDONS,1
657,REMOVE_FROM_LEAF_TIPS,1
658,RENEWED_APPEAL,1
659,REPEATS_MOISTENING,1
660,REPLACED,1
661,REPLACED_BY_WINDREAKS_MADE_OF,1
713,SHOULD_NOT_HAVE,1
714,SHaded_IN,1
856,WINTER_CHERVIL_WITHSTANDS,1
654,REMOVED_TO_PREVENT,1
118,CONTAINS_FERTILITY_FROM,1
119,CONTAINS_FILAMENTS,1
120,CONTAINS_FINANCIAL_QUANTITY,1
121,CONTAINS_NUTRIENTS,1
122,CONTAINS_OR_HAS,1
123,CONTAINS_OR_HAS_PARTS,1
107,COMPARED_TO_MELON_IN_RIPENING_ON_VINE,1
108,COMPETES_WITH_REGIONAL_CROP_PRODUCERS,1
109,COMPRISED_OF,1
110,COMPRISES,1
445,LAND_AND_RELATION,1
114,CONSTRUCTED_ON,1
226,FARMING_PRACTICE_RELATIONSHIP,1
227,FEARLESS_OF,1
228,FED_WITH,1
101,COIFFEE,1
103,COMPACTING_LAYERS,1
104,COMPANION_CROP,1
105,COMPARABLE_TYPE_CHARACTERISTIC,1
106,COMPARED_TO,1
216,EQUIPMENT_FOR,1
111,COMPRISES_OF,1
202,DISEASE_ASSOCIATION,1
203,DOES_NOT_HEAD,1
204,DOES_NOT_NEED_TRANSPLANTING_DUE_TO_SOIL_CONDITION,1
205,DOMED_SHAPE_OF_BEDS,1
206,DOORMAT_CONSTRUCTION,1
207,DOORMAT_TIGHTENING,1
191,DESCRIBED_BY,1
192,DESCRIBED_IN_YEAR,1
193,DIFFERENCES_IN_WIDTH_OF_BEDS,1
194,DIFFERENT_FROM,1
116,CONTAINING,1
196,DIFFERENT_SOIL_CONDITIONS,1
198,DIFFERS_IN_COLOR_AND_SIZE,1
199,DIFFICULT_TO_GROW_FOR,1
184,CUT_AT_THIRD_SHOOT,1
185,CUT_OFF_DAYS_BEFORE_PLANTING,1
186,CUT_TO,1
187,DEGENERATED_INTO,1
188,DEGENERATES_EASILY,1
189,DEPANELLED_AT_STAGE,1
190,DEPICTS,1
195,DIFFERENT_IN_FEATURE,1
232,FIELD_LOCATION,1
233,FILLED_WITH,1
234,FILL_PATH_WITH,1
236,FLOWERS_IN,1
124,CONTAINS_PART_OF,1
125,CONTAINS_SOIL,1
126,CONTAINS_SPAWN,1
127,CONTAINS_SQUARE_PIECES_OF,1
128,CONTINUES_INTO,1
129,CONTRIBUTED_TO,1
219,EQUIPPED_WITH_FEATURE,1
131,COOCCURS_WITH,1
282,GROWS_FROM,1
284,GROWS_INTO,1
285,GROWS_INTO_APPLE_FORM,1
286,GROWS_INTO_FRUIT,1
287,GROWS_IN_PATHS_OF_BEDS,1
288,GROWS_IN_STRUCTURES,1
271,GROWN_IN_PERIOD_OF,1
272,GROWN_IN_SEASON,1
275,GROWN_TOGETHER_WITH,1
130,CONTROLLED_BY,1
220,ESTABLISHED_FOR_ESPALIERS_OF,1
221,EXHIBITS_SIMILAR_CHARACTERS,1
222,EXHIBIT_LONG_SEED_VIABILITY,1
224,EXTRACTED_FROM_ECONOMICS_DATA,1
245,FRAME_PUT_BACK,1
247,FROST_SENSITIVITY,1
248,FRUIT_PRODUCTION,1
249,GATHERS_AT,1
250,GERMINATED_IN,1
251,GERMINATES_WITHIN_DAYS,1
231,FERTILIZES_WITH,1
253,GIVEN_AIR_GRADUALLY,1
237,FOLLOWED_BY,1
238,FOLLOWS_GROWTH_STAGE_OF,1
239,FOLLOWS_LAYERS,1
240,FOLLOW_EXAMPLE_OF,1
241,FORCED_CULTIVATION_PRACTICED_ON_PARSLEY,1
242,FOUNDED_PRIZE,1
243,FRAMES_REMOVED_DURING_MILD_WEATHER,1
244,FRAME_OF,1
132,COOL_SEASON_CROP,1
229,FERTILIZER_RECOMMENDATION,1
252,GERMINATIVE_CAPACITY_DURATION,1
2,ADJACENT_TO,1
3,ADOS_CONSTRUCTED_WITH,1
4,ADOS_ORIENTED_TOWARD_DIRECTION,1
5,ADVANCES_IN_TIME,1
6,ADVERSELY_AFFECTED_BY,1
42,AFFECTS_YIELD,1
134,COUCHED_IN,1
135,COULD_BE_IMPROVED,1
136,COUNTER_PLANTED_WITH,1
137,COVERED_AGAINST_FROSTS_WITH,1
200,DISEASE_AFFECTED_BY,1
141,COVERED_WITH_CLOCHES_OR_FRAMES,1
142,COVERED_WITH_DURING_FROST,1
59,ASSISTS_IN_PLANTING,1
24,AFFECTED_BY_ROT,1
799,USED_DURING_HARSH_NIGHTS,1
801,USED_FOR_HARVESTING,1
802,USED_FOR_LARDING,1
133,CORE_REMOVED_TO_RESTORE_CAULIFLOWER_FRESHNESS,1
52,ARE_THINNED_IN_DIFFERENT_WAYS,1
54,ARRANGED_IN,1
139,COVERED_BY_STRUCTURE,1
828,USES_FOR_TRANSPORTATION,1
36,AFFECTED_BY_WEATHER_CONDITIONS_OF,1
860,YIELDS_IN,1
25,AFFECTED_BY_SEASON,1
37,AFFECTS,1
38,AFFECTS_CROP_GROWTH,1
39,AFFECTS_FERTILITY_OF,1
41,AFFECTS_VEGETATION,1
8,AFFECTED_BY_AGRICULTURAL_PRACTICE,1
17,AFFECTED_BY_PEST,1
1,ACQUIRED_QUALITY,1
830,USES_MANURE_IN,1
831,USES_SOIL_TYPE,1
832,USES_TOOL,1
833,USES_TO_ACCESS,1
9,AFFECTED_BY_CHANGES_IN,1
10,AFFECTED_BY_CLIMATE_CONDITIONS,1
12,AFFECTED_BY_CULTIVATION_METHOD,1
14,AFFECTED_BY_FIRE,1
15,AFFECTED_BY_HEAT,1
16,AFFECTED_BY_NORTHERN_EXPOSURE,1
0,ABSORBS_HEAT_FROM,1
829,USES_FOR_WORK,1
153,CROP_GROWS_IN,1
154,CROP_GROWTH_STAGES,1
156,CROP_HARVEST_DATE_RELATIONSHIP,1
157,CROP_PLANTED,1
158,CROP_PLANTING_DATE_RELATIONSHIP,1
160,CROP_PREFERENCE,1
143,COVERED_WITH_FRAMES,1
144,COVERED_WITH_INSTEAD_OF_MULCH,1
145,COVERED_WITH_SOIL,1
146,COVERED_WITH_SOIL_IN,1
55,ARRANGED_IN_PATTERN,1
149,CROP_ASSOCIATED_WITH_PRACTICE,1
150,CROP_GRAFTING,1
208,DOUBLE_CROP_HARVESTING,1
209,DRAWS_WATER_FROM,1
210,EATEN_BY,1
211,EDGE_PLACED_IN,1
212,EMITS_LIGHT_TO,1
213,EMPLOYED_IN_MARKET_GARDENING,1
214,ENCOURAGED_TO_CONTRIBUTE,1
215,ENTITY_HISTORY_ASSOCIATION,1
148,COVERS_SOIL_FOR,1
56,ARRANGED_UNDER,1
57,ASPARAGUS_VARIEY_GROWN_IN_GREENHOUSE,1
58,ASSEMBLES_CHEST_ON_PATHS,1
43,AIMED_AT_PRODUCING_MANUAL_FOR,1
44,ALTERNATIVELY_PREFFERED_FOR,1
45,ALTERNATIVE_MATERIAL,1
46,ALTERNATIVE_OF,1
47,ALTERNATIVE_OPTION_FOR_SPACE_SAVING_RECHAUD,1
48,ALTERNATIVE_PLANTING_IN_MONTH,1
49,ARE_ASSOCIATED_WITH,1
152,CROP_GROWN_FROM_LAYER,1
175,CULTIVATED_TOGETHER,1
177,CULTIVATED_USING_FORCED_CULTIVATION_METHOD,1
179,CULTIVATED_WITH,1
180,CULTIVATED_WITHIN,1
181,CULTIVATION_METHOD_ALTERNATIVE,1
182,CUTTING_METHOD,1
165,CULLED_FROM_NURSERY,1
167,CULTIVATEDON_SOUTH_COAST,1
168,CULTIVATED_AS,1
171,CULTIVATED_FOR,1
172,CULTIVATED_FROM,1
50,ARE_GATHERED_IN_SAME_SEASON,1
412,IS_PART_OF_PLANTING_PROCESS,1
413,IS_PERENNIAL_IN,1
414,IS_PICKED_FROM,1
416,IS_PLANTED_WITH,1
401,IS_HEATED_BY,1
402,IS_HOTTER_THAN,1
403,IS_INFERIOR_TO,1
405,IS_LOCATED_NEARBY_TO,1
406,IS_LOCATED_ON,1
407,IS_MADE_OF,1
277,GROWN_WITH,1
464,LOCATED_ON,1
465,LOCATION_ASSOCIATION,1
466,LOOPED_AT,1
467,LOST_FIRES,1
470,MADE_WITH,1
471,MAIN_STEM_OF,1
472,MANAGED_BY,1
455,LETTUCE_SOWING_SEASON,1
456,LIVES_IN,1
457,LOCATED_AT,1
408,IS_MODE_OF_TRANSPORT,1
