cluster_id,representative_llm,representative_llm_free,representative,total_count,members
124,ASSOCIATED_WITH_FARM_PRACTICE,PRACTICE_ASSOCIATED_WITH_CROP_OR_FARM,ASSOCIATED_WITH_FARM_PRACTICE,3,3
68,AWARDED_BY,AWARD_RECIPIENT,AWARDED_BY,3,3
129,ARE_THINNED_IN_SAME_WAY,THINNING_RELATIONSHIP,ARE_THINNED_IN_SAME_WAY,3,2
69,ARRANGED_IN,ARRANGED_IN_OR_UNDER,ARRANGED_IN,3,3
118,SEED_STORAGE_LIFETIME,SEED_STORAGE_DURATION,SEED_STORAGE_LIFETIME,2,1
65,ARE_GATHERED_IN_SAME_SEASON,GATHERING_LOCATION,GATHERS_AT,2,2
47,YIELDS_IN,YIELDS_FROM,YIELDS_IN,2,2
222,AFFECTS,INFLUENCES,AFFECTS,2,2
226,LOCATED_IN_NORTHERN_EXPOSURE,RELATED_TO_NORTHERN_EXPOSURE,LOCATED_IN_NORTHERN_EXPOSURE,2,2
42,STRUCTURE_ASSOCIATED_WITH_PRACTICE,STRUCTURAL_ASSOCIATION,STRUCTURE_RELATIONSHIP,2,2
115,SPRING_CHERVIL_GROWN_FROM,CHERVIL_SEASONAL_ACTIVITY,WINTER_CHERVIL_SOWN_IN,2,2
205,SYMPTOM_OF,SYMPTOM_OF_RELATIONSHIP,SYMPTOM_OF,2,1
122,SOIL_IMPROVED_WITH,SOIL_CONDITION_EVALUATED,SOIL_IMPROVED_WITH,2,2
142,SPACED-apart,SPACED_RELATIONSHIP,SPACED_WITH,2,2
52,SEED_PRODUCTION_PREREQUISITE,SEEDING_REQUIRMENT,SEED_PRODUCTION_PREREQUISITE,2,2
132,GROWN_IN_DECMBER,GROWN_IN_WINTER_MONTHS,GROWN_IN_DECMBER,2,2
66,GROWNUNTIL_MONTHS_OF,MONTHLY_GROWTH_PERIOD,GROWNUNTIL_MONTHS_OF,2,2
145,HAD_COMPETITION_OPEN,COMPETING_IN_EVENT,HAD_COMPETITION_OPEN,2,2
126,GIVEN_AIR_GRADUALLY,AIR_TREATMENT,TREATED_WITH_AIR,2,2
325,FACE_SOUTH,DIRECTION_FACING,FACE_SOUTH,2,1
215,EQUIPMENT_USED_IN_STRUCTURE,CONTAINS_EQUIPMENT,EQUIPMENT_USED_IN_STRUCTURE,2,1
177,ESTABLISHED_FOR_ESPALIERS_OF,ESTABLISH_ESPALIER_FOR,ESTABLISHED_FOR_ESPALIERS_OF,2,2
136,EDGE_PLACED_IN,EDGE_CONTAINMENT,USED_TO_EDGE,2,2
99,EATEN_BY,CONSUMPTION_RELATION,EATEN_BY,2,2
135,DOORMAT_CONSTRUCTION,DOORMAT_ASSEMBLY,DOORMAT_TIGHTENING,2,2
292,HAND_PLANTED,HAND_PLANTING,HAND_PLANTED,2,2
128,CULTIVATION_METHOD_ALTERNATIVE,ALTERNATE_CULTIVATION_METHOD,PLANTING_METHOD_ALTERNATIVE,2,2
48,DEGENERATED_INTO,DEGENERATION_RELATION,DEGENERATED_INTO,2,2
27,GERMINATED_IN,GERMINATION_TIME,GERMINATED_IN,2,2
278,GROWS_BEFORE,PRECEDES_TEMPORALLY,GROWS_BEFORE,2,2
2,NOT_CULTIVATED_IN,NOT_GROWN_IN,GROWN_WITHOUT,2,2
264,SUCCEEDED_BY,SEQUENCE_RELATIONSHIP,FOLLOWED_BY,2,2
230,UNDERGOES,AFFECTED_BY,UNDERGOES,2,1
33,FOLLOWS_LAYERS,FOLLOWING_RELATIONSHIP,FOLLOWS_LAYERS,2,2
8,FRAMES_REMOVED_DURING_MILD_WEATHER,REMOVED_DURING_GOOD_CONDITIONS,MAT_REMOVED_DURING_DAYLIGHT,2,2
94,GREEN_ROMAINE_WAS_SOWN_AND_PLANTED_IN,ROMAINE_LETUCE_WAS_SOWN_AND_PLANTED_IN,GREY_ROMAINE_WAS_SOWN_AND_PLANTED_IN,2,2
11,GROWNINCONDITIONS,REQUIRES_SPECIFIC_GROWING_CONDITIONS,GROWNINCONDITIONS,2,2
163,CONTAINED_BY_SOIL_PIT,CONTAINMENT_RELATIONSHIP,CONTAINED_BY_SOIL_PIT,2,1
152,MOUNTED_ON,LOCATED_ON,MOUNTED_ON,2,2
81,ISSENSITIVE_TO,SENSITIVITY_COMPARISON,ISSENSITIVE_TO,2,2
275,HAS_SEEDS_WITH_COLOR_TENDING_TO_BRICK,HAS_SEEDS_OF_SPECIFIC_COLOR,HAS_SEEDS_WITH_COLOR_TENDING_TO_BRICK,2,1
192,PEST_AND_DISEASE_RELATIONSHIPS,PEST_RELATIONSHIPS,PEST_CONTROL_RELATIONSHIP,2,2
120,USED_FOR_PEST_CONTROL,PEST_CONTROL_RELATION,USED_FOR_PEST_CONTROL,2,2
154,PRACTICED_IN,PRACTICED_IN,PRACTICED_IN,2,2
295,PREVENTS,PREVENTION_RELATION,PREVENTS,2,2
74,BED_PREPARATION_TECHNIQUE,SOIL_PREPARATION_TECHNIQUE,BED_PREPARATION_TECHNIQUE,2,2
77,BELONGS_TO_THE_SAME_SPECIES,SAME_SPECIES_OR_TYPE,SAME_INSECTS,2,2
102,BURIED_WITH,BURIED_WITH_SOMETHING,BURIED_WITH,2,2
59,REBUILD_LAYERS,LAYER_MANIPULATION,BREAK_UP_LAYER,2,2
98,REQUIRES_MORE_HUMAN_RESOURCES_THAN,REQUIRES_MORE_RESOURCES_THAN,REQUIRES_MORE_HUMAN_RESOURCES_THAN,2,1
144,REMOVED_WHEN_NO_LONGER_NEEDED,REMOVED_TEMPORARILY,REMOVED_TO_PREVENT,2,2
119,WORKS_WITH,COLLABORATES_WITH,WORKS_AS,2,2
93,WATERED_EVERY_X_DAYS_IN_CONDITION_Y,WATERING_SCHEDULE,WATERED_EVERY_X_DAYS_IN_CONDITION_Y,2,1
121,PULLED_OUT_AT,PULLED_FROM_DURING,PULLED_OUT_AT,2,2
86,MONITORED_FOR_GROWTH_AND_CONDITION,REQUIRES_REGULAR_MONITORING,REQUIRES_MONITORING_FOR_SHAPE,2,2
10,MAY_RETAIN_HEAT_LONGER,RETAINS_HEAT,MAY_RETAIN_HEAT_LONGER,2,2
302,MATURING_ON,MATURATION_STATUS,MATURING_ON,2,1
202,IS_PRIZED_FOR_EARLINESS,IS_RELATED_TO_TIME,IS_PRIZED_FOR_EARLINESS,2,1
103,LATER_THAN_SUGARLOAF_CABBAGE,LATER_THAN_CABBAGE_VARIETY,LATER_THAN_YORK_CABBAGE,2,2
25,SPATIALLY_ASSOCIATED_WITH,SPATIAL_ASSOCIATION,LOCATION_ASSOCIATION,2,2
67,NEEDS_CARE,NEEDS_ATTENTION,NEEDS_CARE,2,2
55,MEASURED_BY_AREA_OR_VOLUME,MEASURED_BY_QUANTITY,MEASURED_BY_DISTANCE,2,2
156,COVERED_WITH_FRAMES,COVERED_WITH_FRAMES_OR_CLOCHES,COVERED_WITH_FRAMES,2,2
218,PICKED_FROM,PICKED_FROM_SOURCE,PICKED_FROM,2,2
237,COVERS,CONTAINS,COVERS,2,1
45,CONTINUES_INTO,CONTAINS_TEMPORAL_RELATIONSHIP,CONTINUES_INTO,2,2
23,CONTRIBUTED_TO,CONTRIBUTION_RELATIONSHIP,CONTRIBUTED_TO,2,2
58,COOL_SEASON_CROP,CROP_TYPE,SUMMER_CROP,2,2
61,COUCHED_IN,BEDDED_IN,COUCHED_IN,2,2
131,RAISED_ABOVE,LOCATED_ABOVE,TOPPED_ON,2,2
189,WATERCRESS_SORREL_PLANTED_AFTER,PLANTED_AFTER,WATERCRESS_SORREL_PLANTED_AFTER,1,1
245,USED_TO_BRING_VEGETABLES_TO_MARKET,TRANSPORT_FOOD,USED_TO_BRING_VEGETABLES_TO_MARKET,1,1
298,USES_EQUIPMENT_TO_PERFORM_MARCOTTING,USES_EQUIPMENT_FOR_ACTIVITY,USES_EQUIPMENT_TO_PERFORM_MARCOTTING,1,1
291,TURNIPS_AND_RADISHES_HARVESTED_IN_SUMMER,ROOT_VEGETABLES_HARVESTED_IN_SUMMER,TURNIPS_AND_RADISHES_HARVESTED_IN_SUMMER,1,1
242,TOTAL_SPENT_ON_MANURE_AND_FERTILIZERS,AGRICULTURAL_INPUT_COSTS,TOTAL_SPENT_ON_MANURE_AND_FERTILIZERS,1,1
140,TIME_PERIOD_ASSOCIATION,TIME_PERIOD_RELATIONSHIP,TIME_PERIOD_ASSOCIATION,1,1
285,THRIVES_IN_CONDITIONS,THRIVES_IN_ENVIRONMENT,THRIVES_IN_CONDITIONS,1,1
204,TAKE_SOIL_FROM_WINTER_BEDS,PREPARE_GARDEN_BEDS,TAKE_SOIL_FROM_WINTER_BEDS,1,1
249,STRAW_PLUGS_USE_FOR,PLUGGING_WITH_STRAW,STRAW_PLUGS_USE_FOR,1,1
270,SPLIT_INTO_TWO_HALVES_FOR,SPLIT_INTO_PARTS,SPLIT_INTO_TWO_HALVES_FOR,1,1
133,STARTS_PRODUCTION_AFTER,STARTS_AFTER,STARTS_PRODUCTION_AFTER,1,1
174,SOIL_PLACED_IN_BOXES,SOIL_STORAGE_METHOD,SOIL_PLACED_IN_BOXES,1,1
243,SPECIFIES_DEPTH_MEASUREMENT,MEASURES_DEPTH,SPECIFIES_DEPTH_MEASUREMENT,1,1
139,SPENT_ON,EXPENSE_TYPE,SPENT_ON,1,1
227,ASSEMBLES_CHEST_ON_PATHS,ASSEMBLES_OBJECT_ON_PATHS,ASSEMBLES_CHEST_ON_PATHS,1,1
216,BASED_ON_DESIRE_FOR_PUBLICATION,PUBLISHING_INTENT,BASED_ON_DESIRE_FOR_PUBLICATION,1,1
316,SEPARATELY_HANDLED,EXCEPTIONAL_CASES,SEPARATELY_HANDLED,1,1
161,SHOULD_NOT_HAVE,PROHIBITED_STATE,SHOULD_NOT_HAVE,1,1
85,SOFTENED_BY_LONG_OBSCTURTY,OBSOLESCENCE,SOFTENED_BY_LONG_OBSCTURTY,1,1
179,AIMED_AT_PRODUCING_MANUAL_FOR,AIMED_AT_PRODUCING_RESOURCE_FOR,AIMED_AT_PRODUCING_MANUAL_FOR,1,1
211,AFFECTED_BY_POLICE_BAN,AFFECTED_BY_AUTHORITY_ACTION,AFFECTED_BY_POLICE_BAN,1,1
255,ALTERNATIVE_OPTION_FOR_SPACE_SAVING_RECHAUD,ALTERNATE_NAME,ALTERNATIVE_OPTION_FOR_SPACE_SAVING_RECHAUD,1,1
223,ASPARAGUS_VARIEY_GROWN_IN_GREENHOUSE,GROWN_IN_GREENHOUSE,ASPARAGUS_VARIEY_GROWN_IN_GREENHOUSE,1,1
183,AS_PARAPHRASED,PARAPHRASING,AS_PARAPHRASED,1,1
248,ADOS_CONSTRUCTED_WITH,CONSTRUCTED_FROM,ADOS_CONSTRUCTED_WITH,1,1
130,VISITED_DURING_STORAGE,VISITATION_STATUS,VISITED_DURING_STORAGE,1,1
157,USES_TO_ACCESS,ACCESSING,USES_TO_ACCESS,1,1
288,FOUNDED_PRIZE,AWARDED_PRIZE,FOUNDED_PRIZE,1,1
207,FEARLESS_OF,FEARLESSNESS,FEARLESS_OF,1,1
127,FILL_PATH_WITH,FILL_PATH,FILL_PATH_WITH,1,1
182,FLOWERS_IN,FLOWER_RELATIONSHIP,FLOWERS_IN,1,1
309,ADVANCES_IN_TIME,TIME_PROGRESS,ADVANCES_IN_TIME,1,1
168,ADOS_ORIENTED_TOWARD_DIRECTION,ORIENTATION_RELATIONSHIP,ADOS_ORIENTED_TOWARD_DIRECTION,1,1
266,ABSORBS_HEAT_FROM,THERMAL_ABSORPTION,ABSORBS_HEAT_FROM,1,1
323,ACQUIRED_QUALITY,ACQUIRED_PROPERTY,ACQUIRED_QUALITY,1,1
279,HAS_PROPAGATION_METHOD,HAS_METHOD,HAS_PROPAGATION_METHOD,1,1
178,HAS_MORE_SEASONS_THAN,SEASONAL_COMPARISON,HAS_MORE_SEASONS_THAN,1,1
318,HAS_FRUITS_UNTIL_JUNE,HAS_FRUITING_PERIOD,HAS_FRUITS_UNTIL_JUNE,1,1
262,HAS_BETTER_QUALITY_THAN_YORK_CABBAGE,COMPARES_TO_YORK_CABBAGE,HAS_BETTER_QUALITY_THAN_YORK_CABBAGE,1,1
301,HASBEGINNING,HAS_BEGINNING_DATE,HASBEGINNING,1,1
199,EXTRACTED_FROM_ECONOMICS_DATA,DERIVED_FROM_DATA_SOURCE,EXTRACTED_FROM_ECONOMICS_DATA,1,1
282,EXHIBIT_LONG_SEED_VIABILITY,SEED_VIABILITY_TESTING,EXHIBIT_LONG_SEED_VIABILITY,1,1
213,EMITS_LIGHT_TO,EMITS_LIGHT,EMITS_LIGHT_TO,1,1
185,DOUBLE_CROP_HARVESTING,AGRICULTURAL_PRACTICE,DOUBLE_CROP_HARVESTING,1,1
184,ENTITY_HISTORY_ASSOCIATION,HISTORICAL_ASSOCIATION,ENTITY_HISTORY_ASSOCIATION,1,1
224,DIFFERENCES_IN_WIDTH_OF_BEDS,BED_SIZE_DIFFERENCE,DIFFERENCES_IN_WIDTH_OF_BEDS,1,1
319,DIFFICULT_TO_GROW_FOR,CHALLENGING_CONDITIONS,DIFFICULT_TO_GROW_FOR,1,1
219,DISEASE_ASSOCIATION,DISEASE_RELATIONSHIP,DISEASE_ASSOCIATION,1,1
315,DOES_NOT_HEAD,NEGATIVE_ATTRIBUTE,DOES_NOT_HEAD,1,1
253,DOES_NOT_NEED_TRANSPLANTING_DUE_TO_SOIL_CONDITION,SOIL_CONDITION_REASONS_FOR_NO_TRANSPLANTING,DOES_NOT_NEED_TRANSPLANTING_DUE_TO_SOIL_CONDITION,1,1
317,DOMED_SHAPE_OF_BEDS,BED_SHAPE,DOMED_SHAPE_OF_BEDS,1,1
299,DEPANELLED_AT_STAGE,DEPANELLED_AT_STAGE,DEPANELLED_AT_STAGE,1,1
225,CUT_OFF_DAYS_BEFORE_PLANTING,PLANTING_DEADLINE,CUT_OFF_DAYS_BEFORE_PLANTING,1,1
267,CUT_AT_THIRD_SHOOT,PRUNE_BRANCHES,CUT_AT_THIRD_SHOOT,1,1
107,HANG_IN_CELLAR_UPSIDE_DOWN_FROM,HANGING_POSITION,HANG_IN_CELLAR_UPSIDE_DOWN_FROM,1,1
250,HANDLE_WITH_CARE_DURING,HANDLE_WITH_CARE,HANDLE_WITH_CARE_DURING,1,1
176,DEPICTS,DEPICTION_RELATION,DEPICTS,1,1
260,DESCRIBED_IN_YEAR,TIMESTAMPED_IN_YEAR,DESCRIBED_IN_YEAR,1,1
96,WAS_KNOWN_AS_EARLY_PRODUCE_TYPE,ALSO_KNOWN_AS,WAS_KNOWN_AS_EARLY_PRODUCE_TYPE,1,1
160,USED_TO_COLLECT_MANURE,MANURE_COLLECTION,USED_TO_COLLECT_MANURE,1,1
198,GREEN_ROMAINE_WAS_ADVERSELY_AFFECTED_BY,NEGATIVELY_IMPACTED_BY,GREEN_ROMAINE_WAS_ADVERSELY_AFFECTED_BY,1,1
196,FROST_SENSITIVITY,FROST_RESISTANCE,FROST_SENSITIVITY,1,1
234,GERMINATIVE_CAPACITY_DURATION,GERMINATION_PERIOD,GERMINATIVE_CAPACITY_DURATION,1,1
206,GOES_TO_SEED_IN,SEEDING_RELATIONSHIP,GOES_TO_SEED_IN,1,1
296,GROWNSUCCESSFULLYIN,GROWS_IN_ENVIRONMENT,GROWNSUCCESSFULLYIN,1,1
305,GROWS_IN_PATHS_OF_BEDS,GROWS_IN_GARDEN_BEDS,GROWS_IN_PATHS_OF_BEDS,1,1
268,HANDLED_BY_PERSONNEL_ROLE,HANDLED_BY_ROLE,HANDLED_BY_PERSONNEL_ROLE,1,1
307,USED_DURING_HARSH_NIGHTS,HARSH_CONDITION_USAGE,USED_DURING_HARSH_NIGHTS,1,1
320,IS_MODE_OF_TRANSPORT,TRANSPORTATION_METHOD,IS_MODE_OF_TRANSPORT,1,1
303,IS_PERENNIAL_IN,PLANT_TYPE_RELATIONSHIP,IS_PERENNIAL_IN,1,1
233,CULLED_FROM_NURSERY,REMOVED_FROM_CARE,CULLED_FROM_NURSERY,1,1
293,CROP_GRAFTING,PLANT_PROPAGATION,CROP_GRAFTING,1,1
212,CROP_GROWN_FROM_LAYER,SOURCE_OF_CROP,CROP_GROWN_FROM_LAYER,1,1
274,COULD_BE_IMPROVED,ROOM_FOR_IMPROVEMENT,COULD_BE_IMPROVED,1,1
259,COUNTER_PLANTED_WITH,PLANTING_METHOD,COUNTER_PLANTED_WITH,1,1
92,LARD_WITH_SUBSTANCE_OR_EQUIPMENT,CONTAINING_SUBSTANCE_OR_EQUIPMENT,LARD_WITH_SUBSTANCE_OR_EQUIPMENT,1,1
210,LAND_SHAPED_INTO_SLOPE,LANDFORM_CREATED_BY_EROSION,LAND_SHAPED_INTO_SLOPE,1,1
294,LIVES_IN,RESIDENCE_RELATION,LIVES_IN,1,1
251,IS_REMOVED_IF_NOT_CHOSEN_TO_BE_FRUIT,REMOVAL_CONDITION,IS_REMOVED_IF_NOT_CHOSEN_TO_BE_FRUIT,1,1
306,LACKS_INHERENT_QUALITY_OF,DEFICIENCY_RELATIONSHIP,LACKS_INHERENT_QUALITY_OF,1,1
197,LAND_AND_RELATION,GEOGRAPHIC_RELATIONSHIP,LAND_AND_RELATION,1,1
164,KILLS_TARGET,KILLING_RELATIONSHIP,KILLS_TARGET,1,1
194,KNITS_AFTER_PRUNING,POST_PRUNING_RELATIONSHIP,KNITS_AFTER_PRUNING,1,1
97,MARKET_GARDENERS_REQUIRE_PROOF_OF_GOOD_CONDUCT,REQUIREMENT_FOR_MARKET_GARDENERS,MARKET_GARDENERS_REQUIRE_PROOF_OF_GOOD_CONDUCT,1,1
200,MARCOTTED_AT,MARCOTTE_RELATIONSHIP,MARCOTTED_AT,1,1
195,CULTIVATEDON_SOUTH_COAST,GROWS_IN_REGION,CULTIVATEDON_SOUTH_COAST,1,1
313,IS_CONSUMED,CONSUMPTION_STATUS,IS_CONSUMED,1,1
187,IS_BREAKABLE_BY,BREAKABILITY,IS_BREAKABLE_BY,1,1
244,IS_ADVANCED_THAN,IS_MORE_ADVANCED_THAN,IS_ADVANCED_THAN,1,1
190,INITIATED_RESEARCH,RESEARCH_INITIATION,INITIATED_RESEARCH,1,1
180,CORE_REMOVED_TO_RESTORE_CAULIFLOWER_FRESHNESS,RESTORE_FOOD_QUALITY,CORE_REMOVED_TO_RESTORE_CAULIFLOWER_FRESHNESS,1,1
284,CONTAINS_FERTILITY_FROM,CONTAINS_FERTILITY_INFO,CONTAINS_FERTILITY_FROM,1,1
83,IS_GROWN_BY_FEW_MARKET_GARDENERS_IN_CITY,GROWN_LOCALLY,IS_GROWN_BY_FEW_MARKET_GARDENERS_IN_CITY,1,1
258,IS_CHARACTERIZED_BY,CHARACTERISTIC_OF,IS_CHARACTERIZED_BY,1,1
261,INTERPLANTING_RELATIONSHIP,INTERPLANTING_RELATIONSHIP,INTERPLANTING_RELATIONSHIP,1,1
322,IMPORTED_FROM,IMPORT_SOURCE,IMPORTED_FROM,1,1
109,INCLUDED_IN_JULY,INCLUDED_IN_MONTH,INCLUDED_IN_JULY,1,1
